Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Estate Link,Region,District,Subdistrict,Code,Scraped Estate Name,Occupation Permit,Scraped Blocks,Scraped Units,School Net Info,Estate Detailed Address,Developer
Chi Ping Building,38 Hau Wo Street,1,44,--,--,--,--,--,https://hk.centanet.com/estate/en/Chi-Ping-Building/2-OORFQRVXRO,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
9-11 North Street,9-11 North Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/9-11-North-Street/2-OOROURJXRO,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
1H Sands Street,1H Sands Street,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/1H-Sands-Street/2-OORSURFXRO,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
1J Sands Street,1J Sands Street,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/1J-Sands-Street/2-OORVURFHRO,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
23-25 Catchick Street,23-25 Catchick Street,1,9,--,--,--,--,--,https://hk.centanet.com/estate/en/23-25-Catchick-Street/2-OOSCFRUHRO,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
32 Belcher's Street,32 Belcher's Street,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/32-Belcher-s-Street/2-OOSFFROORO,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
19-21 Sands Street,19-21 Sands Street,1,18,--,--,--,--,--,https://hk.centanet.com/estate/en/19-21-Sands-Street/2-OOSFQRFJRO,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Hung Lee Building,29-31A North Street,1,32,--,--,--,--,--,https://hk.centanet.com/estate/en/Hung-Lee-Building/2-OOUCURJARO,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Kam Fai Building,125-129 Belcher's Street,1,34,--,--,--,--,--,https://hk.centanet.com/estate/en/Kam-Fai-Building/2-OOUDUROVRO,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Tai Pak Court,4-5 Tai Pak Terrace,1,9,--,--,--,--,--,https://hk.centanet.com/estate/en/Tai-Pak-Court/2-OOUJURCARO,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Wing Tai Mansion,7-9 Sands Street,1,33,--,--,--,--,--,https://hk.centanet.com/estate/en/Wing-Tai-Mansion/2-OOUOQRFERO,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
32A Belcher's Street,32A Belcher's Street,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/32A-Belcher-s-Street/2-OOVCFROJRO,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
14 North Street,14 North Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/14-North-Street/2-OOVCQRJARO,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Cheong Kat Mansion,98-100 Catchick Street,1,66,--,--,--,--,--,https://hk.centanet.com/estate/en/Cheong-Kat-Mansion/2-OOVFFRQERO,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Kam Po Mansion,37-41 North Street,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/Kam-Po-Mansion/2-OOVSQRJORO,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Tai Tak House,1-5 Hau Wo Street,1,28,--,--,--,--,--,https://hk.centanet.com/estate/en/Tai-Tak-House/2-SSAWGPYJPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Sun Shing Building,6-6G Belcher's Street,1,84,--,--,--,--,--,https://hk.centanet.com/estate/en/Sun-Shing-Building/2-SSAYBPSRPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
2A-2B Belcher's Street,2A-2B Belcher's Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/2A-2B-Belcher-s-Street/2-SSBBBPSHPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
44 Catchick Street,44 Catchick Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/44-Catchick-Street/2-SSBPGPAXPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
32B Belcher's Street,32B Belcher's Street,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/32B-Belcher-s-Street/2-SSBPWPSYPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
48-50 Belcher's Street,48-50 Belcher's Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/48-50-Belcher-s-Street/2-SSDYWPSOPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Hang Fai Building,67-83 Belcher's Street,1,67,--,--,--,--,--,https://hk.centanet.com/estate/en/Hang-Fai-Building/2-SSEBPPSRPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Po Lung House,28-30 Li Po Lung Path,1,12,--,--,--,--,--,https://hk.centanet.com/estate/en/Po-Lung-House/2-SSEWBPGHPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Man Kwong Court,12 Smithfield,1,110,--,--,--,--,--,https://hk.centanet.com/estate/en/Man-Kwong-Court/2-SSEWWPYAPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Centenary Mansion,1 Victoria Road,2,608,--,--,--,--,--,https://hk.centanet.com/estate/en/Centenary-Mansion/2-SSGGGPWYPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Kin Yick Mansion,15-15C Belcher's Street,1,105,--,--,--,--,--,https://hk.centanet.com/estate/en/Kin-Yick-Mansion/2-SSGKPPGEPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
9 Ching Lin Terrace,9 Ching Lin Terrace,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/9-Ching-Lin-Terrace/2-SSGPPPKVPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Chi Fung Building,62-64 Catchick Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Chi-Fung-Building/2-SSGWGPAYPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Kam Fai House,38-40 Catchick Street,1,19,--,--,--,--,--,https://hk.centanet.com/estate/en/Kam-Fai-House/2-SSKDBPAEPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
9 Hau Wo Street,9 Hau Wo Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/9-Hau-Wo-Street/2-SSKDWPKOPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
42 Catchick Street,42 Catchick Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/42-Catchick-Street/2-SSKWBPAVPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Cado Building,39-41 Cadogan Street,1,14,--,--,--,--,--,https://hk.centanet.com/estate/en/Cado-Building/2-SSPBBPEJPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Lung Fai Mansion,20-22 Li Po Lung Path,1,14,--,--,--,--,--,https://hk.centanet.com/estate/en/Lung-Fai-Mansion/2-SSPBBPGYPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
85-87 Belcher's Street,85-87 Belcher's Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/85-87-Belcher-s-Street/2-SSPGPPSOPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
63-65 Belcher's Street,63-65 Belcher's Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/63-65-Belcher-s-Street/2-SSPKPPSHPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Houston Court,40 Belcher's Street,1,44,--,--,--,--,--,https://hk.centanet.com/estate/en/Houston-Court/2-SSPKWPSJPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Shun Cheong Building,20-34 Hau Wo Street,1,66,--,--,--,--,--,https://hk.centanet.com/estate/en/Shun-Cheong-Building/2-SSPPWWPHWS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Millennium Court,11 Sands Street,1,32,--,--,--,--,--,https://hk.centanet.com/estate/en/Millennium-Court/2-SSPPWWPJWS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
No. 18 Pokfield Road,18 Pokfield Road,1,70,--,--,--,--,--,https://hk.centanet.com/estate/en/No-18-Pokfield-Road/2-SSPPWWPVWS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
No. 18 Catchick Street,18 Catchick Street,1,50,--,--,--,--,--,https://hk.centanet.com/estate/en/No-18-Catchick-Street/2-SSSPWWPRWS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
89-91 Belcher's Street,89-91 Belcher's Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/89-91-Belcher-s-Street/2-SSSYPPSYPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Poksmith Villa,40 Pokfield Road,1,36,--,--,--,--,--,https://hk.centanet.com/estate/en/Poksmith-Villa/2-SSWGBPDXPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
1D Davis Street,1D Davis Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/1D-Davis-Street/2-SSWWPPKAPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
1C Davis Street,1C Davis Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/1C-Davis-Street/2-SSWYPPKEPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Man Fatt Mansion,20-28 Sands Street,1,56,--,--,--,--,--,https://hk.centanet.com/estate/en/Man-Fatt-Mansion/2-SSYABPYVPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
1B Davis Street,1B Davis Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/1B-Davis-Street/2-SSYDPPKSPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Pokfield Garden,38 Pokfield Road,1,72,--,--,--,--,--,https://hk.centanet.com/estate/en/Pokfield-Garden/2-SSYGBPDEPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Kuk Fung Building,46-60 Catchick Street,1,36,--,--,--,--,--,https://hk.centanet.com/estate/en/Kuk-Fung-Building/2-SSYKGPAAPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
52-54 Belcher's Street,52-54 Belcher's Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/52-54-Belcher-s-Street/2-SSYSPPESPS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Nam Shan House,113-119 Belcher's Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Nam-Shan-House/2-TTDLTHTXHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
107-111 Belcher's Street,107-111 Belcher's Street,1,19,--,--,--,--,--,https://hk.centanet.com/estate/en/107-111-Belcher-s-Street/2-TTDXTHTOHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
103-105 Belcher's Street,103-105 Belcher's Street,1,12,--,--,--,--,--,https://hk.centanet.com/estate/en/103-105-Belcher-s-Street/2-TTDZTHTHHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Mau Wah Mansion,22-24A Belcher's Street,1,84,--,--,--,--,--,https://hk.centanet.com/estate/en/Mau-Wah-Mansion/2-TTHDIHTAHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Skyla,32 Sands Street,1,42,--,--,--,--,--,https://hk.centanet.com/estate/en/Skyla/2-TTHHIHNXHS,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Sai On Building,93-95 Belcher's Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Sai-On-Building/2-TTHHTHTSHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Kut Cheung Mansion,1-3 Catchick Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Kut-Cheung-Mansion/2-TTHIIHMVHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Townplace Kennedy Town,97 Belcher's Street,1,128,--,--,--,--,--,https://hk.centanet.com/estate/en/Townplace-Kennedy-Town/2-TTHMTHTXHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Timley Court,99 Catchick Street,1,23,--,--,--,--,--,https://hk.centanet.com/estate/en/Timley-Court/2-TTIITHDYHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Hau Wo Building,44-52 Hau Wo Street,1,18,--,--,--,--,--,https://hk.centanet.com/estate/en/Hau-Wo-Building/2-TTIMZHNYHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Kam Fu Mansion,66-68 Catchick Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Kam-Fu-Mansion/2-TTITIHDOHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Sunglow Building,"11-15 Praya, Kennedy Town",1,144,"$13,017/ ft²",3.78%,1,--,--,https://hk.centanet.com/estate/en/Sunglow-Building/2-TTIXZHDXHX,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
27 Sands Street,27 Sands Street,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/27-Sands-Street/2-TTIZZHSXHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
The Unit Davis Serviced Apartments,22 Davis Street,1,57,--,--,--,--,--,https://hk.centanet.com/estate/en/The-Unit-Davis-Serviced-Apartments/2-TTLHTHZSHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
1E Davis Street,1E Davis Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/1E-Davis-Street/2-TTLHTHZVHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
5-7 North Street,5-7 North Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/5-7-North-Street/2-TTLSTHIAHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Koon Lun House,"1A New Praya, Kennedy Town",1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/Koon-Lun-House/2-TTMLIHXSHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
33 Sands Street,33 Sands Street,1,12,--,--,--,--,--,https://hk.centanet.com/estate/en/33-Sands-Street/2-TTMNZHSHHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Smith Court,83 Smithfield,1,42,--,--,--,--,--,https://hk.centanet.com/estate/en/Smith-Court/2-TTMSIHSAHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Sands Building,23-25 Sands Street,1,48,--,--,--,--,--,https://hk.centanet.com/estate/en/Sands-Building/2-TTNMZHSEHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Luen Fat Apartments,49 Smithfield,1,150,--,--,--,--,--,https://hk.centanet.com/estate/en/Luen-Fat-Apartments/2-TTNXIHSHHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Shing Tai Building,70-76 Catchick Street,1,28,--,--,--,--,--,https://hk.centanet.com/estate/en/Shing-Tai-Building/2-TTSDIHDOHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Treasure Court,28 Belcher's Street,1,84,--,--,--,--,--,https://hk.centanet.com/estate/en/Treasure-Court/2-TTSLIHTJHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Tung Fat Building,"1B-1C New Praya, Kennedy Town",1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Tung-Fat-Building/2-TTSLIHXXHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Kin Liong Mansion,16-30 North Street,1,171,--,--,--,--,--,https://hk.centanet.com/estate/en/Kin-Liong-Mansion/2-TTTHZHIAHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
47-49 Hau Wo Street,47-49 Hau Wo Street,1,14,--,--,--,--,--,https://hk.centanet.com/estate/en/47-49-Hau-Wo-Street/2-TTTLTHNJHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
95 Catchick Street,95 Catchick Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/95-Catchick-Street/2-TTTNTHDSHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
S-Residence,5-7 Catchick Street,1,14,--,--,--,--,--,https://hk.centanet.com/estate/en/S-Residence/2-TTTSIHMXHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Tresend Garden,81 Smithfield,1,54,--,--,--,--,--,https://hk.centanet.com/estate/en/Tresend-Garden/2-TTTSIHSSHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Hau Wo House,39-45 Hau Wo Street,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/Hau-Wo-House/2-TTTXTHNRHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
93 Catchick Street,93 Catchick Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/93-Catchick-Street/2-TTTZTHDYHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Po Shu Lau,35-37 Sands Street,1,37,--,--,--,--,--,https://hk.centanet.com/estate/en/Po-Shu-Lau/2-TTXNZHSHHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Luen Tak Apartments,45 Smithfield,1,148,--,--,--,--,--,https://hk.centanet.com/estate/en/Luen-Tak-Apartments/2-TTZDIHSAHT,Hong Kong Island,All Hong Kong Island,Kennedy Town,HMA111,,,,,,,
Novum West,460 Queen's Road West,4,645,"$21,538/ ft²",1.25%,2,45,10,https://hk.centanet.com/estate/en/Novum-West/2-SSPPWWPOWG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Chong Yip Centre,423-425 Queen's Road West,3,633,"$11,397/ ft²",8.83%,3,10,1,https://hk.centanet.com/estate/en/Chong-Yip-Centre/2-OODQFRVORU,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
One South Lane,1 South Lane,1,92,--,--,--,16,5,https://hk.centanet.com/estate/en/One-South-Lane/2-SSPPWWPSWG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Eivissa Crest,100 Hill Road,1,106,--,--,--,15,4,https://hk.centanet.com/estate/en/Eivissa-Crest/2-SKPPWWPVWS,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Kwan Yick Building,Des Voeux Road West,7,"2,504","$10,005/ ft²",2.50%,7,12,--,https://hk.centanet.com/estate/en/Kwan-Yick-Building/3-SSWDBPPYPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
High West,36 Clarence Terrence,1,133,"$17,509/ ft²",3.95%,1,6,5,https://hk.centanet.com/estate/en/High-West/2-SSSPWWPAWE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Kwan Yick Building Phase 1,430-440A Des Voeux Road West,1,924,--,--,--,7,--,https://hk.centanet.com/estate/en/Kwan-Yick-Building/2-SSWDBPPYSG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Harbour One,458 Des Voeux Road West,1,103,"$25,680/ ft²",--,2,10,1,https://hk.centanet.com/estate/en/Harbour-One/2-SSPPWWPYWG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Green View Court,14-20 Woo Hop Street,1,60,--,--,--,1,--,https://hk.centanet.com/estate/en/Green-View-Court/2-TTXLIHLXHX,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Kwok Ga Building,6-12 Woo Hop Street,1,88,--,--,--,--,--,https://hk.centanet.com/estate/en/Kwok-Ga-Building/2-TTZLIHLXHX,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Hill Court,28 Hill Road,1,138,"$18,770/ ft²",3.33%,1,1,--,https://hk.centanet.com/estate/en/Hill-Court/2-OOORFROHRD,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Eight South Lane,8-12 Eight South Lane,1,95,--,--,--,9,1,https://hk.centanet.com/estate/en/Eight-South-Lane/2-SSPPWWPVWG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Ka Fai Court,18-22 Clarence Terrace,1,46,--,--,--,4,--,https://hk.centanet.com/estate/en/Ka-Fai-Court/2-OOCQFRRRRU,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Dragonfair Garden,485 Queen's Road West,2,220,--,--,--,4,--,https://hk.centanet.com/estate/en/Dragonfair-Garden/2-OOOUFRSHRD,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Yip Cheong (Cheung) Building,4-16 Hill Road,1,375,"$7,673/ ft²",--,1,4,--,https://hk.centanet.com/estate/en/Yip-Cheong-Cheung-Building/2-SSBGBPSHPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
King's Building,521-525 Queen's Road West,1,88,"$12,102/ ft²",5.13%,1,4,1,https://hk.centanet.com/estate/en/King-s-Building/2-SSSGWPBAPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Fortune Villa,61-69 Hill Road,1,74,--,--,--,3,1,https://hk.centanet.com/estate/en/Fortune-Villa/2-SSESWPAXPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Sun King House,576-584 Queen's Road West,1,100,--,--,--,3,--,https://hk.centanet.com/estate/en/Sun-King-House/2-OOUOFRJYRO,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Mei Sun Lau,489-499 Queen's Road West,2,266,--,--,--,2,2,https://hk.centanet.com/estate/en/Mei-Sun-Lau/2-SSGSPPBEPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Lun Fung Court,363 Des Voeux Road West,1,122,--,--,--,2,1,https://hk.centanet.com/estate/en/Lun-Fung-Court/2-TTMDIHTYHM,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Mei Shing Mansion,501-511 Queen's Road West,1,117,"$3,163/ ft²",64.22%,1,2,--,https://hk.centanet.com/estate/en/Mei-Shing-Mansion/2-OOJVQRVXRD,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Intelligent Court,28 Clarence Terrace,1,48,--,--,--,2,--,https://hk.centanet.com/estate/en/Intelligent-Court/2-OOOVFRRERU,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Yen Oi Garden,9-15 Po Tuck Street,1,40,--,--,--,2,--,https://hk.centanet.com/estate/en/Yen-Oi-Garden/2-SSASWPKOPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Whitty Street Court,22-44 Whitty Street,3,169,--,--,--,2,--,https://hk.centanet.com/estate/en/Whitty-Street-Court/2-SSDDBPWSPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Sik On House,54-66 Hill Road,1,79,--,--,--,2,--,https://hk.centanet.com/estate/en/Sik-On-House/2-SSEABPEAPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Goa Building,20-24 Hill Road,1,88,"$12,913/ ft²",7.45%,1,2,--,https://hk.centanet.com/estate/en/Goa-Building/2-SSEGGPSAPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Hang Lung Bank Western Branch Building,15 Hill Road,1,51,--,--,--,1,1,https://hk.centanet.com/estate/en/Hang-Lung-Bank-Western-Branch-Building/2-OODOFRQARU,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Wing Ga Building,33-39 Po Tuck Street,1,44,--,--,--,1,1,https://hk.centanet.com/estate/en/Wing-Ga-Building/2-SSGBWPKXPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Kam Ling Court,1-3 Woo Hop Street,2,220,--,--,--,1,1,https://hk.centanet.com/estate/en/Kam-Ling-Court/2-SSPBGPWXPG,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Clarence Court,8-16 Clarence Terrace,1,51,--,--,--,1,--,https://hk.centanet.com/estate/en/Clarence-Court/2-OOFUFRRXRU,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Bic Wah Court,464-464D Des Voeux Road West,1,63,--,--,--,1,--,https://hk.centanet.com/estate/en/Bic-Wah-Court/2-OOJCQROXRD,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Wing Fu Lau (Wing Foo Building),2-6 Clarence Terrace,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/Wing-Fu-Lau-Wing-Foo-Building/2-OOSOFRRHRU,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Pak Hoo Mansion,554-560 Queen's Road West,1,88,--,--,--,1,--,https://hk.centanet.com/estate/en/Pak-Hoo-Mansion/2-OOVRQRJXRD,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Kai Fung Building,102-104 Hill Road,1,25,--,--,--,--,--,https://hk.centanet.com/estate/en/Kai-Fung-Building/2-SSEGPPKEPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Siu Yee Building,590-596A Queen's Road West,1,107,--,--,--,1,--,https://hk.centanet.com/estate/en/Siu-Yee-Building/2-SSESWPDOPS,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
Sang Cheong Building,427-437 Queen's Road West,1,66,--,--,--,1,--,https://hk.centanet.com/estate/en/Sang-Cheong-Building/2-SSEWWPBYPE,Hong Kong Island,All Hong Kong Island,Shek Tong Tsui,HMA047,,,,,,,
